scene_id,pair_type,pair,frame,position_rel_l2,velocity_rel_l2,position_difference_rms,position_reference_rms,velocity_difference_rms,velocity_reference_rms
moving-sphere,within-condition-repeat,forced-a:forced-b,130,3.941017383656035e-05,0.005875973798540365,0.00014626872382515567,3.7114457914281993,0.0004998163312971576,0.08506102110620636
moving-sphere,across-condition,resident-a:forced-a,20,0.0,0.0,0.0,3.8021562652247654,0.0,0.019749912749435782
moving-sphere,across-condition,resident-a:forced-a,30,0.0,0.0,0.0,3.798426609393517,0.0,0.028719212414388625
moving-sphere,across-condition,resident-a:forced-a,40,0.0,0.0,0.0,3.7934541440799787,0.0,0.03732045874664947
moving-sphere,across-condition,resident-a:forced-a,50,4.092389155500986e-08,6.1135561467628e-05,1.5499254222992915e-07,3.787336353914151,2.7799624026164975e-06,0.04547210062164099
moving-sphere,across-condition,resident-a:forced-a,60,8.917204089566341e-08,8.27337877486672e-05,3.370850072752574e-07,3.7801647678970016,4.391311039946622e-06,0.0530776017808681
moving-sphere,across-condition,resident-a:forced-a,70,1.8598186311887624e-07,0.00010720055394124642,7.015297389683795e-07,3.772033074644351,6.438922792790929e-06,0.06006426791712214
moving-sphere,across-condition,resident-a:forced-a,80,4.1766464926023973e-07,0.00012855319923630134,1.571698380598933e-06,3.7630629821860606,8.525525363189476e-06,0.06631904467440126
moving-sphere,across-condition,resident-a:forced-a,90,7.910875958370682e-07,0.00016763265265927496,2.9692797152749273e-06,3.753414578739619,1.2028897872840131e-05,0.07175748687393085
moving-sphere,across-condition,resident-a:forced-a,100,1.563533875243015e-06,0.00027400148049686886,5.852701061723451e-06,3.7432518440406577,2.09379856246769e-05,0.07641559303514847
moving-sphere,across-condition,resident-a:forced-a,110,4.132077349377203e-06,0.0007695190801703344,1.5424013788484372e-05,3.732750499166991,6.171792986283916e-05,0.08020324830565317
moving-sphere,across-condition,resident-a:forced-a,120,1.3731234674668739e-05,0.002541968080990472,5.110892297333763e-05,3.7220923088309696,0.00021108916448487274,0.08304162670784691
moving-sphere,across-condition,resident-a:forced-a,130,5.415293350931134e-05,0.00912478949521765,0.0002009856725488572,3.7114457061554873,0.0007761489732823264,0.08505938396596549
moving-sphere,across-condition,resident-a:forced-b,20,0.0,0.0,0.0,3.8021562652247654,0.0,0.019749912749435782
moving-sphere,across-condition,resident-a:forced-b,30,8.00775453745844e-10,3.177310708830984e-06,3.041686791657381e-09,3.798426609393517,9.124986115342873e-08,0.028719212414388625
moving-sphere,across-condition,resident-a:forced-b,40,4.9390184991842454e-08,7.322803067207455e-05,1.8735940193418152e-07,3.7934541440799787,2.7329036977955413e-06,0.03732045874664947
moving-sphere,across-condition,resident-a:forced-b,50,9.283447856134026e-08,9.01326350404493e-05,3.515953955520278e-07,3.787336353914151,4.098520249852955e-06,0.04547210062164099
moving-sphere,across-condition,resident-a:forced-b,60,1.4824562519332813e-07,0.00010428685333784837,5.603928893506832e-07,3.7801647678970016,5.5352960724461106e-06,0.0530776017808681
moving-sphere,across-condition,resident-a:forced-b,70,2.678232565174912e-07,0.00011809360780583742,1.010238181742935e-06,3.772033074644351,7.093206098549364e-06,0.06006426791712214
moving-sphere,across-condition,resident-a:forced-b,80,4.82647617745977e-07,0.0001306421733105553,1.8162333837801742e-06,3.7630629821860606,8.66406412814359e-06,0.06631904467440126
moving-sphere,across-condition,resident-a:forced-b,90,7.930762648562155e-07,0.00014689459031499684,2.9767440145636822e-06,3.753414578739619,1.0540786636379837e-05,0.07175748687393085
moving-sphere,across-condition,resident-a:forced-b,100,1.3237320982870515e-06,0.00022537722475115583,4.9550626179288144e-06,3.7432518440406577,1.7222334285975517e-05,0.07641559303514847
moving-sphere,across-condition,resident-a:forced-b,110,3.7702004913601657e-06,0.0008159023417100447,1.4073217766084295e-05,3.732750499166991,6.54380181053346e-05,0.08020324830565317
moving-sphere,across-condition,resident-a:forced-b,120,1.6722126187834724e-05,0.0036445667857432917,6.224129727104056e-05,3.7220923088309696,0.0003026507545335119,0.08304162670784691
moving-sphere,across-condition,resident-a:forced-b,130,6.299010898742971e-05,0.010028937120255958,0.00023378436953166217,3.7114457061554873,0.0008530552132823755,0.08505938396596549
moving-sphere,across-condition,resident-b:forced-a,20,0.0,0.0,0.0,3.8021562652247654,0.0,0.019749912749435782
moving-sphere,across-condition,resident-b:forced-a,30,8.00775453740543e-10,3.177310702159139e-06,3.041686791657381e-09,3.798426609418662,9.124986115342873e-08,0.028719212474694385
moving-sphere,across-condition,resident-b:forced-a,40,4.634396450380114e-08,7.313081656953649e-05,1.7580370364167744e-07,3.7934541320317554,2.7292763325853993e-06,0.03732046845108403
moving-sphere,across-condition,resident-b:forced-a,50,1.022393036595454e-07,9.544583433393207e-05,3.8721462828771967e-07,3.787336322018934,4.340139306975145e-06,0.04547227584380994
moving-sphere,across-condition,resident-b:forced-a,60,1.8797700652697685e-07,0.00010886690809167127,7.10584050608914e-07,3.7801647325782737,5.778431184351903e-06,0.05307793971227859
moving-sphere,across-condition,resident-b:forced-a,70,3.6852202760571703e-07,0.00014100853964842843,1.3900772156320127e-06,3.772032908489424,8.469637273308368e-06,0.06006471164388633
moving-sphere,across-condition,resident-b:forced-a,80,6.669247098860688e-07,0.00018396496900843843,2.5096795052876845e-06,3.7630627087072765,1.2200461399952044e-05,0.06631948172367758
moving-sphere,across-condition,resident-b:forced-a,90,1.1405419087641426e-06,0.0002476197225624161,4.280926309834281e-06,3.753414299762966,1.7768708348002666e-05,0.07175804965827715
moving-sphere,across-condition,resident-b:forced-a,100,1.9929816652618968e-06,0.0003304771348953137,7.460231747287163e-06,3.7432515699068496,2.525374714216952e-05,0.0764160193720187
moving-sphere,across-condition,resident-b:forced-a,110,4.317884652205945e-06,0.0008465908982243335,1.6117584942046655e-05,3.732750233106022,6.789933999003157e-05,0.08020324826601112
moving-sphere,across-condition,resident-b:forced-a,120,1.6374110655314928e-05,0.0035045149516829163,6.094595546453656e-05,3.72209256108538,0.0002910205915913161,0.08304161791393243
moving-sphere,across-condition,resident-b:forced-a,130,4.8245693590834414e-05,0.007388728762260036,0.00017906131549192737,3.7114466010277223,0.0006284873936359643,0.0850602876162049
moving-sphere,across-condition,resident-b:forced-b,20,0.0,0.0,0.0,3.8021562652247654,0.0,0.019749912749435782
moving-sphere,across-condition,resident-b:forced-b,30,0.0,0.0,0.0,3.798426609418662,0.0,0.028719212474694385
moving-sphere,across-condition,resident-b:forced-b,40,2.976102831674829e-08,6.458988268001866e-05,1.128970958416829e-07,3.7934541320317554,2.410524678818855e-06,0.03732046845108403
moving-sphere,across-condition,resident-b:forced-b,50,9.598869353730716e-08,9.272163497634739e-05,3.6354146553698755e-07,3.787336322018934,4.2162637623335245e-06,0.04547227584380994
moving-sphere,across-condition,resident-b:forced-b,60,2.0087960504167652e-07,0.0001124120477019719,7.593579984727983e-07,3.7801647325782737,5.96659989085905e-06,0.05307793971227859
moving-sphere,across-condition,resident-b:forced-b,70,4.1703067285533845e-07,0.00015070464554353035,1.5730534218598237e-06,3.772032908489424,9.05203107796625e-06,0.06006471164388633
moving-sphere,across-condition,resident-b:forced-b,80,7.752380775359141e-07,0.00021109111565710052,2.9172694999453184e-06,3.7630627087072765,1.3999453386851789e-05,0.06631948172367758
moving-sphere,across-condition,resident-b:forced-b,90,1.411039002712034e-06,0.00031643843191375085,5.296213970302623e-06,3.753414299762966,2.270700471105429e-05,0.07175804965827715
moving-sphere,across-condition,resident-b:forced-b,100,2.598678972837739e-06,0.00044066805779707666,9.727509144758787e-06,3.7432515699068496,3.3674098841251254e-05,0.0764160193720187
moving-sphere,across-condition,resident-b:forced-b,110,5.1664071633757455e-06,0.0008280314026767822,1.9284907543411434e-05,3.732750233106022,6.64108081609394e-05,0.08020324826601112
moving-sphere,across-condition,resident-b:forced-b,120,1.246878769290831e-05,0.002010801876669548,4.6409981917526965e-05,3.72209256108538,0.0001669802411430109,0.08304161791393243
moving-sphere,across-condition,resident-b:forced-b,130,3.784853192874108e-05,0.007363351998804116,0.0001404728051808153,3.7114466010277223,0.0006263288388376354,0.0850602876162049
